category, srcnode, srchostname, srcip, dstnode, dsthostname, dstip, clientcomponent, servercomponent, port, description
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 2, LVMOPAPICS1U, 10.119.132.11, MS, CS, 9042, Cassandra CQL native transport
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 2, LVMOPAPICS1U, 10.119.132.11, MS, CS, 9160, Cassandra thrift client
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 2, LVMOPAPICS1U, 10.119.132.11, MS, CS, 7199, Cassandra JMX management. Must be open for access on the Cassandra node by the Management Server.
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 3, LVMOPAPICS2U, 10.119.132.12, MS, CS, 9042, Cassandra CQL native transport
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 3, LVMOPAPICS2U, 10.119.132.12, MS, CS, 9160, Cassandra thrift client
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 3, LVMOPAPICS2U, 10.119.132.12, MS, CS, 7199, Cassandra JMX management. Must be open for access on the Cassandra node by the Management Server.
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 4, LVMOPAPICS3U, 10.119.132.13, MS, CS, 9042, Cassandra CQL native transport
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 4, LVMOPAPICS3U, 10.119.132.13, MS, CS, 9160, Cassandra thrift client
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 4, LVMOPAPICS3U, 10.119.132.13, MS, CS, 7199, Cassandra JMX management. Must be open for access on the Cassandra node by the Management Server.
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 11, LVMOPAPIR1U, 10.119.134.12, MS, R, 4527, Distributed cache and calls from the Management Servers to the Router
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 11, LVMOPAPIR1U, 10.119.134.12, MS, R, 8081, Issuing API requests directly to Router
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 12, LVMOPAPIR2U, 10.119.134.13, MS, R, 4527, Distributed cache and calls from the Management Servers to the Router
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 12, LVMOPAPIR2U, 10.119.134.13, MS, R, 8081, Issuing API requests directly to Router
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 11, LVMOPAPIR1U, 10.119.134.12, MS, R, 4527, Distributed cache and calls from the Management Servers to the Router
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 11, LVMOPAPIR1U, 10.119.134.12, MS, R, 8081, Issuing API requests directly to Router
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 12, LVMOPAPIR2U, 10.119.134.13, MS, R, 4527, Distributed cache and calls from the Management Servers to the Router
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 12, LVMOPAPIR2U, 10.119.134.13, MS, R, 8081, Issuing API requests directly to Router
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 2, LVMOPAPICS1U, 10.119.132.11, MS, OL, 10389, OpenLDAP port
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 3, LVMOPAPICS2U, 10.119.132.12, MS, OL, 10389, OpenLDAP port
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 2, LVMOPAPICS1U, 10.119.132.11, MS, OL, 10389, OpenLDAP port
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 3, LVMOPAPICS2U, 10.119.132.12, MS, OL, 10389, OpenLDAP port
internal, 1, LVMOPAPIQD2U, 10.119.131.11, 9, LVMOPAPIQD1U, 10.119.133.15, QS, MS, 8080, Default Management API Calls
internal, 1, LVMOPAPIQD2U, 10.119.131.11, 9, LVMOPAPIQD1U, 10.119.133.15, QS, MS, 8443, Default Management API Calls via TLS
internal, 1, LVMOPAPIQD2U, 10.119.131.11, 14, LVMOPAPIQD1Ux, 10.119.133.16, QS, MS, 8080, Default Management API Calls
internal, 1, LVMOPAPIQD2U, 10.119.131.11, 14, LVMOPAPIQD1Ux, 10.119.133.16, QS, MS, 8443, Default Management API Calls via TLS
internal, 13, LVMOPAPIQD2Ux, 10.119.131.12, 9, LVMOPAPIQD1U, 10.119.133.15, QS, MS, 8080, Default Management API Calls
internal, 13, LVMOPAPIQD2Ux, 10.119.131.12, 9, LVMOPAPIQD1U, 10.119.133.15, QS, MS, 8443, Default Management API Calls via TLS
internal, 13, LVMOPAPIQD2Ux, 10.119.131.12, 14, LVMOPAPIQD1Ux, 10.119.133.16, QS, MS, 8080, Default Management API Calls
internal, 13, LVMOPAPIQD2Ux, 10.119.131.12, 14, LVMOPAPIQD1Ux, 10.119.133.16, QS, MS, 8443, Default Management API Calls via TLS
internal, 1, LVMOPAPIQD2U, 10.119.131.11, 2, LVMOPAPICS1U, 10.119.132.11, QS, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 1, LVMOPAPIQD2U, 10.119.131.11, 3, LVMOPAPICS2U, 10.119.132.12, QS, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 1, LVMOPAPIQD2U, 10.119.131.11, 4, LVMOPAPICS3U, 10.119.132.13, QS, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 13, LVMOPAPIQD2Ux, 10.119.131.12, 2, LVMOPAPICS1U, 10.119.132.11, QS, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 13, LVMOPAPIQD2Ux, 10.119.131.12, 3, LVMOPAPICS2U, 10.119.132.12, QS, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 13, LVMOPAPIQD2Ux, 10.119.131.12, 4, LVMOPAPICS3U, 10.119.132.13, QS, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 2, LVMOPAPICS1U, 10.119.132.11, QS, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 3, LVMOPAPICS2U, 10.119.132.12, QS, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 4, LVMOPAPICS3U, 10.119.132.13, QS, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 2, LVMOPAPICS1U, 10.119.132.11, QS, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 3, LVMOPAPICS2U, 10.119.132.12, QS, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 4, LVMOPAPICS3U, 10.119.132.13, QS, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 1, LVMOPAPIQD2U, 10.119.131.11, 2, LVMOPAPICS1U, 10.119.132.11, QS, CS, 9042, Cassandra CQL native transport
internal, 1, LVMOPAPIQD2U, 10.119.131.11, 2, LVMOPAPICS1U, 10.119.132.11, QS, CS, 9160, Cassandra thrift client
internal, 1, LVMOPAPIQD2U, 10.119.131.11, 3, LVMOPAPICS2U, 10.119.132.12, QS, CS, 9042, Cassandra CQL native transport
internal, 1, LVMOPAPIQD2U, 10.119.131.11, 3, LVMOPAPICS2U, 10.119.132.12, QS, CS, 9160, Cassandra thrift client
internal, 1, LVMOPAPIQD2U, 10.119.131.11, 4, LVMOPAPICS3U, 10.119.132.13, QS, CS, 9042, Cassandra CQL native transport
internal, 1, LVMOPAPIQD2U, 10.119.131.11, 4, LVMOPAPICS3U, 10.119.132.13, QS, CS, 9160, Cassandra thrift client
internal, 13, LVMOPAPIQD2Ux, 10.119.131.12, 2, LVMOPAPICS1U, 10.119.132.11, QS, CS, 9042, Cassandra CQL native transport
internal, 13, LVMOPAPIQD2Ux, 10.119.131.12, 2, LVMOPAPICS1U, 10.119.132.11, QS, CS, 9160, Cassandra thrift client
internal, 13, LVMOPAPIQD2Ux, 10.119.131.12, 3, LVMOPAPICS2U, 10.119.132.12, QS, CS, 9042, Cassandra CQL native transport
internal, 13, LVMOPAPIQD2Ux, 10.119.131.12, 3, LVMOPAPICS2U, 10.119.132.12, QS, CS, 9160, Cassandra thrift client
internal, 13, LVMOPAPIQD2Ux, 10.119.131.12, 4, LVMOPAPICS3U, 10.119.132.13, QS, CS, 9042, Cassandra CQL native transport
internal, 13, LVMOPAPIQD2Ux, 10.119.131.12, 4, LVMOPAPICS3U, 10.119.132.13, QS, CS, 9160, Cassandra thrift client
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 2, LVMOPAPICS1U, 10.119.132.11, QS, CS, 9042, Cassandra CQL native transport
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 2, LVMOPAPICS1U, 10.119.132.11, QS, CS, 9160, Cassandra thrift client
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 3, LVMOPAPICS2U, 10.119.132.12, QS, CS, 9042, Cassandra CQL native transport
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 3, LVMOPAPICS2U, 10.119.132.12, QS, CS, 9160, Cassandra thrift client
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 4, LVMOPAPICS3U, 10.119.132.13, QS, CS, 9042, Cassandra CQL native transport
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 4, LVMOPAPICS3U, 10.119.132.13, QS, CS, 9160, Cassandra thrift client
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 2, LVMOPAPICS1U, 10.119.132.11, QS, CS, 9042, Cassandra CQL native transport
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 2, LVMOPAPICS1U, 10.119.132.11, QS, CS, 9160, Cassandra thrift client
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 3, LVMOPAPICS2U, 10.119.132.12, QS, CS, 9042, Cassandra CQL native transport
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 3, LVMOPAPICS2U, 10.119.132.12, QS, CS, 9160, Cassandra thrift client
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 4, LVMOPAPICS3U, 10.119.132.13, QS, CS, 9042, Cassandra CQL native transport
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 4, LVMOPAPICS3U, 10.119.132.13, QS, CS, 9160, Cassandra thrift client
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 1, LVMOPAPIQD2U, 10.119.131.11, QS, PGm, 5432, PostgreSQL message-based protocol for communication between frontends and backends (clients and servers)
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 1, LVMOPAPIQD2U, 10.119.131.11, QS, PGm, 5432, PostgreSQL message-based protocol for communication between frontends and backends (clients and servers)
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 13, LVMOPAPIQD2Ux, 10.119.131.12, QS, PGs, 5432, PostgreSQL message-based protocol for communication between frontends and backends (clients and servers)
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 13, LVMOPAPIQD2Ux, 10.119.131.12, QS, PGs, 5432, PostgreSQL message-based protocol for communication between frontends and backends (clients and servers)
internal, 1, LVMOPAPIQD2U, 10.119.131.11, 2, LVMOPAPICS1U, 10.119.132.11, PS, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 1, LVMOPAPIQD2U, 10.119.131.11, 3, LVMOPAPICS2U, 10.119.132.12, PS, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 1, LVMOPAPIQD2U, 10.119.131.11, 4, LVMOPAPICS3U, 10.119.132.13, PS, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 13, LVMOPAPIQD2Ux, 10.119.131.12, 2, LVMOPAPICS1U, 10.119.132.11, PS, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 13, LVMOPAPIQD2Ux, 10.119.131.12, 3, LVMOPAPICS2U, 10.119.132.12, PS, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 13, LVMOPAPIQD2Ux, 10.119.131.12, 4, LVMOPAPICS3U, 10.119.132.13, PS, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 13, LVMOPAPIQD2Ux, 10.119.131.12, 2, LVMOPAPICS1U, 10.119.132.11, PGs, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 13, LVMOPAPIQD2Ux, 10.119.131.12, 3, LVMOPAPICS2U, 10.119.132.12, PGs, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 13, LVMOPAPIQD2Ux, 10.119.131.12, 4, LVMOPAPICS3U, 10.119.132.13, PGs, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 13, LVMOPAPIQD2Ux, 10.119.131.12, 2, LVMOPAPICS1U, 10.119.132.11, PGs, CS, 9042, Cassandra CQL native transport
internal, 13, LVMOPAPIQD2Ux, 10.119.131.12, 2, LVMOPAPICS1U, 10.119.132.11, PGs, CS, 9160, Cassandra thrift client
internal, 13, LVMOPAPIQD2Ux, 10.119.131.12, 3, LVMOPAPICS2U, 10.119.132.12, PGs, CS, 9042, Cassandra CQL native transport
internal, 13, LVMOPAPIQD2Ux, 10.119.131.12, 3, LVMOPAPICS2U, 10.119.132.12, PGs, CS, 9160, Cassandra thrift client
internal, 13, LVMOPAPIQD2Ux, 10.119.131.12, 4, LVMOPAPICS3U, 10.119.132.13, PGs, CS, 9042, Cassandra CQL native transport
internal, 13, LVMOPAPIQD2Ux, 10.119.131.12, 4, LVMOPAPICS3U, 10.119.132.13, PGs, CS, 9160, Cassandra thrift client
internal, 1, LVMOPAPIQD2U, 10.119.131.11, 2, LVMOPAPICS1U, 10.119.132.11, PGm, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 1, LVMOPAPIQD2U, 10.119.131.11, 3, LVMOPAPICS2U, 10.119.132.12, PGm, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 1, LVMOPAPIQD2U, 10.119.131.11, 4, LVMOPAPICS3U, 10.119.132.13, PGm, ZK, 2181, Zookeeper clients to connect to zk servers
internal, 1, LVMOPAPIQD2U, 10.119.131.11, 2, LVMOPAPICS1U, 10.119.132.11, PGm, CS, 9042, Cassandra CQL native transport
internal, 1, LVMOPAPIQD2U, 10.119.131.11, 2, LVMOPAPICS1U, 10.119.132.11, PGm, CS, 9160, Cassandra thrift client
internal, 1, LVMOPAPIQD2U, 10.119.131.11, 3, LVMOPAPICS2U, 10.119.132.12, PGm, CS, 9042, Cassandra CQL native transport
internal, 1, LVMOPAPIQD2U, 10.119.131.11, 3, LVMOPAPICS2U, 10.119.132.12, PGm, CS, 9160, Cassandra thrift client
internal, 1, LVMOPAPIQD2U, 10.119.131.11, 4, LVMOPAPICS3U, 10.119.132.13, PGm, CS, 9042, Cassandra CQL native transport
internal, 1, LVMOPAPIQD2U, 10.119.131.11, 4, LVMOPAPICS3U, 10.119.132.13, PGm, CS, 9160, Cassandra thrift client
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 2, LVMOPAPICS1U, 10.119.132.11, BS, CS, 9042, Cassandra CQL native transport
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 2, LVMOPAPICS1U, 10.119.132.11, BS, CS, 9160, Cassandra thrift client
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 3, LVMOPAPICS2U, 10.119.132.12, BS, CS, 9042, Cassandra CQL native transport
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 3, LVMOPAPICS2U, 10.119.132.12, BS, CS, 9160, Cassandra thrift client
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 4, LVMOPAPICS3U, 10.119.132.13, BS, CS, 9042, Cassandra CQL native transport
internal, 9, LVMOPAPIQD1U, 10.119.133.15, 4, LVMOPAPICS3U, 10.119.132.13, BS, CS, 9160, Cassandra thrift client
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 2, LVMOPAPICS1U, 10.119.132.11, BS, CS, 9042, Cassandra CQL native transport
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 2, LVMOPAPICS1U, 10.119.132.11, BS, CS, 9160, Cassandra thrift client
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 3, LVMOPAPICS2U, 10.119.132.12, BS, CS, 9042, Cassandra CQL native transport
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 3, LVMOPAPICS2U, 10.119.132.12, BS, CS, 9160, Cassandra thrift client
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 4, LVMOPAPICS3U, 10.119.132.13, BS, CS, 9042, Cassandra CQL native transport
internal, 14, LVMOPAPIQD1Ux, 10.119.133.16, 4, LVMOPAPICS3U, 10.119.132.13, BS, CS, 9160, Cassandra thrift client
internal, 10, LVMOPAPIDPU, 10.119.134.11, 1, LVMOPAPIQD2U, 10.119.131.11, DP, MY, 3306, DEVPortal to MariaDB/MySQL
internal, 10, LVMOPAPIDPU, 10.119.134.11, 13, LVMOPAPIQD2Ux, 10.119.131.12, DP, MY, 3306, DEVPortal to MariaDB/MySQL
internal, 15, LVMOPAPIDPUx, 10.119.134.14, 1, LVMOPAPIQD2U, 10.119.131.11, DP, MY, 3306, DEVPortal to MariaDB/MySQL
internal, 15, LVMOPAPIDPUx, 10.119.134.14, 13, LVMOPAPIQD2Ux, 10.119.131.12, DP, MY, 3306, DEVPortal to MariaDB/MySQL
internal, 10, LVMOPAPIDPU, 10.119.134.11, 9, LVMOPAPIQD1U, 10.119.133.15, DP, MS, 8080, Default Management API Calls
internal, 10, LVMOPAPIDPU, 10.119.134.11, 9, LVMOPAPIQD1U, 10.119.133.15, DP, MS, 8443, Default Management API Calls via TLS
internal, 10, LVMOPAPIDPU, 10.119.134.11, 14, LVMOPAPIQD1Ux, 10.119.133.16, DP, MS, 8080, Default Management API Calls
internal, 10, LVMOPAPIDPU, 10.119.134.11, 14, LVMOPAPIQD1Ux, 10.119.133.16, DP, MS, 8443, Default Management API Calls via TLS
internal, 15, LVMOPAPIDPUx, 10.119.134.14, 9, LVMOPAPIQD1U, 10.119.133.15, DP, MS, 8080, Default Management API Calls
internal, 15, LVMOPAPIDPUx, 10.119.134.14, 9, LVMOPAPIQD1U, 10.119.133.15, DP, MS, 8443, Default Management API Calls via TLS
internal, 15, LVMOPAPIDPUx, 10.119.134.14, 14, LVMOPAPIQD1Ux, 10.119.133.16, DP, MS, 8080, Default Management API Calls
internal, 15, LVMOPAPIDPUx, 10.119.134.14, 14, LVMOPAPIQD1Ux, 10.119.133.16, DP, MS, 8443, Default Management API Calls via TLS
internal, 10, LVMOPAPIDPU, 10.119.134.11, 7, LVMOPAPIRMP1U, 10.119.133.13, DP, R, 59002, The router port where SmartDocs page requests are sent
internal, 10, LVMOPAPIDPU, 10.119.134.11, 8, LVMOPAPIRMP2U, 10.119.133.14, DP, R, 59002, The router port where SmartDocs page requests are sent
internal, 15, LVMOPAPIDPUx, 10.119.134.14, 7, LVMOPAPIRMP1U, 10.119.133.13, DP, R, 59002, The router port where SmartDocs page requests are sent
internal, 15, LVMOPAPIDPUx, 10.119.134.14, 8, LVMOPAPIRMP2U, 10.119.133.14, DP, R, 59002, The router port where SmartDocs page requests are sent
monitoring, 1, LVMOPAPIQD2U, 10.119.131.11, 9, LVMOPAPIQD1U, 10.119.133.15, TG, IF, 8086, Telegraph to Influx DB
monitoring, 13, LVMOPAPIQD2Ux, 10.119.131.12, 9, LVMOPAPIQD1U, 10.119.133.15, TG, IF, 8086, Telegraph to Influx DB
monitoring, 2, LVMOPAPICS1U, 10.119.132.11, 9, LVMOPAPIQD1U, 10.119.133.15, TG, IF, 8086, Telegraph to Influx DB
monitoring, 3, LVMOPAPICS2U, 10.119.132.12, 9, LVMOPAPIQD1U, 10.119.133.15, TG, IF, 8086, Telegraph to Influx DB
monitoring, 4, LVMOPAPICS3U, 10.119.132.13, 9, LVMOPAPIQD1U, 10.119.133.15, TG, IF, 8086, Telegraph to Influx DB
monitoring, 11, LVMOPAPIR1U, 10.119.134.12, 9, LVMOPAPIQD1U, 10.119.133.15, TG, IF, 8086, Telegraph to Influx DB
monitoring, 12, LVMOPAPIR2U, 10.119.134.13, 9, LVMOPAPIQD1U, 10.119.133.15, TG, IF, 8086, Telegraph to Influx DB
